Id,Label,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26
10090013,0,6.0,2,7.0,4.0,1039.0,30.0,6.0,28.0,32.0,1.0,1.0,"",4.0,12.0,3.0,134029.0,103392.0,1.0,0.0,1111.0,0.0,0.0,0.0,679.0,128706.0,659.0,0.0,1.0,128079.0,0.0,0.0,79.0,3.0,131460.0,1.0,3.0,0.0,4.0,1.0
10090014,0,"",1091,9.0,15.0,12.0,"",0.0,10.0,129.0,"",0.0,"",0.0,1.0,6.0,2972.0,4098.0,1.0,1.0,737.0,0.0,0.0,5440.0,315.0,3048.0,314.0,0.0,14.0,3461.0,7.0,4.0,2.0,1.0,3158.0,0.0,0.0,0.0,8.0,1.0
10090015,0,0.0,181,3.0,2.0,18699.0,301.0,1.0,5.0,274.0,0.0,1.0,"",7.0,2.0,119.0,3448382.0,5.0,0.0,3.0,744.0,0.0,0.0,0.0,2174.0,1606293.0,330.0,1.0,1221.0,2726005.0,0.0,818.0,27.0,1.0,2271832.0,0.0,1.0,5.0,14.0,2.0
10090016,0,"",39,12.0,2.0,6033.0,"",0.0,7.0,15.0,"",0.0,"",2.0,33.0,20.0,233982.0,12270.0,1.0,3.0,724.0,0.0,0.0,6442.0,580.0,223002.0,566.0,5.0,69.0,219988.0,7.0,11.0,69.0,3.0,233610.0,0.0,0.0,5257.0,4.0,4063.0
10090017,0,"",1,1.0,2.0,"","",0.0,2.0,2.0,"",0.0,"",2.0,0.0,21.0,1.0,0.0,8.0,1.0,30.0,0.0,1.0,0.0,58.0,1.0,11.0,1.0,749.0,1.0,8.0,148.0,0.0,0.0,1.0,0.0,6.0,2.0,0.0,0.0
10090018,0,"",31,72.0,16.0,17377.0,78.0,2.0,18.0,62.0,"",2.0,"",16.0,11.0,35.0,9578048.0,1919192.0,0.0,1.0,2612.0,1.0,0.0,153.0,112.0,7448091.0,129.0,2.0,330.0,1792024.0,1.0,41.0,1.0,2.0,2223835.0,0.0,0.0,195921.0,30.0,20.0
10090019,0,56.0,0,2.0,2.0,21.0,3.0,3279.0,24.0,987.0,3.0,78.0,18.0,2.0,0.0,0.0,4401494.0,1247393.0,0.0,1.0,5.0,5.0,0.0,17.0,0.0,3118743.0,0.0,0.0,1819.0,5072839.0,6.0,370.0,0.0,0.0,2951208.0,0.0,3.0,236.0,0.0,0.0
10090020,0,0.0,2748,"","",4311.0,80.0,39.0,4.0,116.0,0.0,7.0,0.0,"",0.0,0.0,0.0,1.0,0.0,0.0,134.0,2.0,0.0,3.0,1026.0,0.0,41.0,1.0,1792.0,0.0,3.0,879.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0
10090021,0,"",2,1.0,1.0,20.0,"",0.0,1.0,1.0,"",0.0,"",1.0,0.0,0.0,326069.0,602.0,6.0,2.0,200.0,1.0,0.0,591.0,72.0,322492.0,84.0,2.0,8775.0,602.0,7.0,3310.0,0.0,0.0,710.0,0.0,3.0,133.0,0.0,0.0
10090022,0,4.0,0,48.0,1.0,303.0,11.0,4.0,1.0,23.0,1.0,1.0,"",1.0,0.0,5.0,5373753.0,1926568.0,0.0,1.0,47.0,0.0,0.0,1101.0,28.0,1779491.0,29.0,2.0,168.0,2974768.0,0.0,18.0,297.0,3.0,2944454.0,2.0,5.0,1741.0,1.0,1323.0
10090023,1,"",0,6.0,1.0,3113.0,"",0.0,1.0,3.0,"",0.0,"",1.0,3.0,4.0,4223846.0,115.0,0.0,3.0,122.0,1.0,0.0,176.0,47.0,2650049.0,57.0,2.0,11.0,237.0,0.0,1.0,496.0,3.0,379.0,0.0,0.0,3.0,2.0,1893.0
10090024,0,1.0,18,7.0,11.0,177.0,12.0,1.0,11.0,11.0,1.0,1.0,"",11.0,1.0,12.0,652.0,23.0,3.0,2.0,28.0,0.0,0.0,1011.0,7.0,678.0,9.0,0.0,2.0,23.0,0.0,13.0,0.0,0.0,486.0,0.0,1.0,7.0,0.0,0.0
10090025,0,7.0,60,29.0,0.0,420.0,24.0,11.0,47.0,370.0,1.0,3.0,"",4.0,2.0,30.0,466.0,607.0,3.0,0.0,2821.0,0.0,0.0,1243.0,1184.0,482.0,1070.0,5.0,78.0,520.0,0.0,35.0,1.0,3.0,497.0,0.0,2.0,307.0,6.0,211.0
10090026,0,"",-1,"","",17845.0,10.0,8.0,1.0,14.0,"",1.0,"","",6.0,23.0,3444067.0,126646.0,2.0,2.0,42.0,0.0,0.0,2035.0,33.0,3823486.0,39.0,0.0,72.0,256310.0,0.0,21.0,43.0,1.0,3754005.0,0.0,5.0,19725.0,9.0,16249.0
10090027,0,2.0,18,4.0,7.0,169.0,22.0,3.0,12.0,37.0,1.0,2.0,"",7.0,0.0,12.0,46618.0,361.0,1.0,4.0,3295.0,0.0,0.0,1494.0,1358.0,47287.0,1216.0,0.0,2.0,499.0,2.0,13.0,0.0,0.0,6500.0,0.0,0.0,7.0,0.0,0.0
10090028,0,"",1,23.0,4.0,10369.0,61.0,2.0,5.0,18.0,"",1.0,"",4.0,0.0,3.0,4584.0,6129.0,0.0,0.0,163.0,0.0,0.0,3.0,1974.0,4704.0,148.0,12.0,151.0,5272.0,0.0,0.0,14.0,1.0,4904.0,0.0,1.0,0.0,4.0,1.0
10090029,0,"",1,"",1.0,1689.0,1019.0,19.0,33.0,2161.0,"",3.0,0.0,135.0,3.0,0.0,5256.0,5611.0,0.0,0.0,50.0,0.0,0.0,203.0,11.0,5393.0,15.0,1.0,2881.0,4801.0,6.0,1419.0,0.0,0.0,5561.0,0.0,2.0,2186.0,0.0,0.0
10090030,0,2.0,-1,4.0,"",234.0,3.0,2.0,4.0,3.0,1.0,1.0,"","",5.0,4.0,394303.0,12664.0,2.0,3.0,265.0,0.0,0.0,0.0,304.0,400213.0,281.0,3.0,157.0,350383.0,4.0,1.0,126.0,3.0,335519.0,0.0,0.0,2996.0,3.0,2374.0
10090031,0,2.0,2,8.0,8.0,489.0,16.0,22.0,19.0,19.0,1.0,2.0,10.0,8.0,1.0,169.0,2122.0,181.0,0.0,5.0,383.0,0.0,0.0,67.0,13.0,2181.0,16.0,0.0,652.0,162.0,3.0,323.0,0.0,0.0,2261.0,0.0,0.0,169.0,0.0,0.0
10090032,0,"",0,60.0,"",36024.0,298.0,4.0,2.0,183.0,"",0.0,"","",0.0,9.0,92491.0,6025.0,0.0,1.0,2056.0,1.0,0.0,67701.0,557.0,95461.0,551.0,2.0,217.0,12318.0,0.0,20.0,1.0,3.0,94507.0,0.0,1.0,1939.0,2.0,2118.0
10090033,0,"",359,"","",35612.0,"",0.0,0.0,13.0,"",0.0,"","",0.0,199.0,3267822.0,212329.0,1.0,0.0,409.0,0.0,0.0,6.0,228.0,5402769.0,51.0,8.0,619.0,3068765.0,1.0,343.0,0.0,0.0,3753726.0,0.0,1.0,4793.0,0.0,0.0
10090034,1,"",21,13.0,6.0,7322.0,11.0,1.0,7.0,11.0,"",1.0,"",6.0,20.0,23.0,5842624.0,14438.0,0.0,5.0,3408.0,1.0,0.0,13893.0,591.0,2238829.0,580.0,0.0,72.0,18010.0,2.0,21.0,56.0,2.0,4473168.0,0.0,0.0,3248.0,2.0,1980.0
10090035,0,5.0,-1,"",2.0,564.0,40.0,5.0,31.0,32.0,1.0,1.0,"",2.0,14.0,29.0,7476726.0,6.0,0.0,1.0,1462.0,1.0,0.0,97.0,1392.0,253.0,134.0,1.0,908.0,16.0,0.0,624.0,0.0,0.0,16.0,0.0,2.0,1.0,0.0,0.0
10090036,1,1.0,-1,"","",675.0,20.0,9.0,20.0,234.0,1.0,5.0,0.0,"",3.0,109.0,0.0,1.0,0.0,0.0,390.0,0.0,0.0,143.0,20.0,0.0,21.0,1.0,670.0,0.0,0.0,471.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
10090037,0,"",5,6.0,6.0,28113.0,96.0,2.0,6.0,82.0,"",1.0,"",6.0,0.0,154.0,31307.0,90.0,5.0,5.0,1369.0,1.0,0.0,28.0,270.0,31513.0,217.0,2.0,850.0,4002.0,1.0,371.0,0.0,0.0,3692.0,0.0,0.0,71.0,0.0,0.0
10090038,0,"",2,2.0,"",16768.0,"","",4.0,"","","",0.0,"",1.0,67.0,7781423.0,6.0,0.0,3.0,795.0,1.0,0.0,151.0,247.0,28.0,251.0,0.0,60.0,27.0,3.0,68.0,0.0,0.0,20.0,0.0,0.0,1.0,0.0,0.0
10090039,0,0.0,30,176.0,30.0,1542.0,128.0,1.0,36.0,104.0,0.0,1.0,"",44.0,20.0,2.0,38.0,48.0,0.0,1.0,13.0,0.0,0.0,25.0,2.0,43.0,2.0,2.0,45.0,48.0,7.0,8.0,1.0,2.0,44.0,0.0,0.0,54.0,1.0,24.0
10090040,1,"",0,6.0,1.0,5863.0,163.0,4.0,1.0,3.0,"",1.0,"",1.0,5.0,5.0,30.0,38.0,0.0,1.0,12.0,5.0,0.0,1.0,6.0,32.0,4.0,1.0,51.0,40.0,1.0,18.0,1.0,2.0,35.0,1.0,1.0,14.0,3.0,13.0
10090041,0,"",0,"",2.0,"","",0.0,3.0,2.0,"",0.0,"",2.0,26.0,0.0,2687.0,2264.0,1.0,3.0,10.0,0.0,1.0,0.0,17.0,2758.0,7.0,7.0,3157.0,3130.0,8.0,1418.0,0.0,0.0,2860.0,1.0,6.0,2089.0,0.0,0.0
10090042,0,"",-1,"","",10555.0,12.0,16.0,0.0,4.0,"",1.0,"","",1.0,6.0,5040009.0,2097923.0,0.0,3.0,40.0,61.0,0.0,34.0,25.0,2924212.0,27.0,1.0,5.0,4531266.0,0.0,4.0,1.0,3.0,6466209.0,0.0,0.0,0.0,2.0,1.0
10090043,1,2.0,8,50.0,27.0,1510.0,58.0,8.0,35.0,209.0,0.0,3.0,"",27.0,5.0,0.0,197.0,248.0,0.0,4.0,14.0,0.0,0.0,941.0,27.0,207.0,26.0,0.0,573.0,227.0,0.0,208.0,0.0,0.0,212.0,4.0,0.0,108.0,0.0,0.0
10090044,1,2.0,87,24.0,8.0,1.0,2.0,6.0,18.0,146.0,1.0,2.0,1.0,2.0,4.0,2.0,1334.0,1810.0,1.0,1.0,363.0,1.0,0.0,1011.0,7.0,1372.0,9.0,0.0,52.0,1565.0,3.0,25.0,1.0,2.0,1427.0,2.0,1.0,1392.0,1.0,5.0
10090045,0,"",390,27.0,2.0,43581.0,"",0.0,2.0,2.0,"",0.0,"",2.0,0.0,16.0,18.0,21.0,0.0,0.0,313.0,0.0,1.0,19.0,22.0,19.0,24.0,4.0,30.0,19.0,0.0,39.0,0.0,0.0,22.0,2.0,0.0,9.0,0.0,0.0
10090046,0,"",1,2.0,2.0,"","",0.0,2.0,2.0,"",0.0,"",2.0,0.0,202.0,2164.0,75.0,0.0,5.0,572.0,0.0,1.0,0.0,620.0,940.0,20.0,1.0,1151.0,438.0,8.0,785.0,0.0,0.0,420.0,0.0,0.0,40.0,0.0,0.0
10090047,0,"",88,"","",10156.0,"",0.0,11.0,130.0,"",0.0,"","",3.0,292.0,263.0,320.0,0.0,0.0,158.0,0.0,0.0,46.0,15.0,273.0,18.0,0.0,846.0,295.0,0.0,590.0,0.0,0.0,280.0,0.0,0.0,126.0,0.0,0.0
10090048,0,0.0,0,3.0,0.0,16892.0,560.0,3.0,6.0,27.0,0.0,1.0,"",1.0,0.0,3.0,1810881.0,763803.0,1.0,3.0,499.0,1.0,0.0,626.0,156.0,3791628.0,125.0,0.0,1.0,3610941.0,0.0,0.0,289.0,1.0,1553285.0,0.0,3.0,250.0,4.0,162.0
10090049,0,0.0,273,"",2.0,1451.0,63.0,1.0,48.0,171.0,0.0,1.0,"",2.0,5.0,11.0,4.0,7.0,0.0,0.0,77.0,0.0,0.0,52.0,15.0,5.0,18.0,0.0,47.0,5.0,0.0,44.0,0.0,0.0,5.0,0.0,0.0,13.0,0.0,0.0
10090050,1,4.0,34,4.0,"",1088.0,7.0,8.0,9.0,11.0,0.0,3.0,"","",0.0,6.0,58111.0,3467.0,0.0,1.0,39.0,1.0,0.0,12.0,46.0,59121.0,53.0,1.0,228.0,58591.0,0.0,207.0,43.0,1.0,59841.0,1.0,0.0,98.0,2.0,64.0
10090051,0,5.0,16,74.0,7.0,125.0,42.0,5.0,20.0,20.0,2.0,2.0,"",20.0,0.0,92.0,555.0,751.0,0.0,1.0,1979.0,0.0,0.0,3824.0,1193.0,571.0,1078.0,1.0,296.0,637.0,0.0,118.0,1.0,2.0,585.0,0.0,5.0,326.0,10.0,12.0
10090052,1,"",559,1.0,2.0,132616.0,538.0,0.0,4.0,22.0,"",0.0,0.0,2.0,5.0,0.0,94.0,130.0,0.0,2.0,309.0,1.0,1.0,157.0,112.0,99.0,129.0,1.0,692.0,119.0,6.0,102.0,0.0,0.0,113.0,0.0,0.0,127.0,0.0,0.0
10090053,0,0.0,1,1.0,2.0,3392.0,195.0,9.0,40.0,460.0,0.0,5.0,"",2.0,0.0,14.0,117.0,49.0,6.0,1.0,2391.0,1.0,0.0,0.0,1021.0,121.0,943.0,0.0,37.0,49.0,0.0,14.0,0.0,0.0,137.0,2.0,4.0,8.0,0.0,0.0
10090054,0,6.0,1,197.0,12.0,308.0,103.0,15.0,31.0,270.0,2.0,6.0,"",20.0,0.0,37.0,221386.0,164214.0,0.0,1.0,32.0,0.0,0.0,694.0,32.0,240777.0,38.0,2.0,130.0,223685.0,0.0,31.0,1.0,2.0,224968.0,0.0,2.0,4772.0,5.0,6.0
10090055,0,0.0,1,4.0,7.0,4449.0,109.0,9.0,7.0,113.0,0.0,2.0,"",7.0,0.0,276.0,2.0,0.0,0.0,0.0,4936.0,0.0,0.0,310.0,2223.0,3.0,1368.0,0.0,2451.0,3.0,0.0,969.0,0.0,0.0,3.0,0.0,3.0,2.0,0.0,0.0
10090056,1,2.0,0,1.0,1.0,93.0,1.0,2.0,1.0,1.0,1.0,1.0,"",1.0,1.0,6.0,4892553.0,3546.0,3.0,0.0,669.0,0.0,0.0,3.0,213.0,7406781.0,41.0,3.0,210.0,2168886.0,1.0,4.0,223.0,3.0,4557316.0,0.0,1.0,2797.0,2.0,1409.0
10090057,0,0.0,9,"","",104199.0,1908.0,0.0,0.0,177.0,0.0,0.0,"","",0.0,15.0,9.0,11.0,1.0,0.0,6557.0,0.0,1.0,4408.0,1573.0,10.0,1356.0,1.0,287.0,11.0,1.0,15.0,1.0,2.0,11.0,0.0,0.0,16.0,3.0,93.0
10090058,0,3.0,37,0.0,3.0,583.0,49.0,3.0,33.0,175.0,1.0,1.0,"",3.0,2.0,13.0,20.0,27.0,1.0,3.0,522.0,2.0,0.0,1405.0,2778.0,21.0,436.0,0.0,121.0,30.0,0.0,60.0,1.0,2.0,25.0,0.0,0.0,8.0,7.0,14.0
10090059,0,0.0,2,16.0,14.0,5925.0,"","",30.0,"",0.0,"",0.0,33.0,15.0,59.0,28033.0,45.0,0.0,0.0,113.0,0.0,0.0,1588.0,11.0,28489.0,15.0,1.0,253.0,28864.0,0.0,150.0,0.0,0.0,28837.0,0.0,6.0,33.0,0.0,0.0
10090060,0,"",1,50.0,8.0,36108.0,"",0.0,11.0,22.0,"",0.0,0.0,8.0,0.0,6.0,251044.0,131.0,0.0,1.0,103.0,2.0,0.0,69.0,25.0,273192.0,27.0,2.0,39.0,253284.0,0.0,4.0,15.0,3.0,253368.0,0.0,1.0,79.0,8.0,46.0
10090061,0,"",-1,"","",5628.0,21.0,2.0,2.0,16.0,"",1.0,"","",19.0,38.0,13.0,16.0,0.0,1.0,1917.0,0.0,0.0,2192.0,179.0,14.0,193.0,1.0,41.0,15.0,1.0,32.0,1.0,2.0,15.0,0.0,0.0,3.0,2.0,3.0
10090062,0,"",1,2.0,8.0,30843.0,"",0.0,8.0,18.0,"",0.0,"",8.0,4.0,71.0,2.0,0.0,5.0,1.0,1272.0,0.0,0.0,0.0,1180.0,3.0,1066.0,0.0,137.0,3.0,4.0,73.0,0.0,0.0,3.0,0.0,4.0,2.0,0.0,0.0
10090063,1,0.0,4,8.0,22.0,1533.0,86.0,85.0,30.0,461.0,0.0,18.0,3.0,22.0,8.0,42.0,6207.0,7877.0,0.0,0.0,23.0,1.0,0.0,24.0,13.0,6371.0,16.0,1.0,106.0,7020.0,5.0,36.0,12.0,3.0,6655.0,0.0,0.0,5995.0,13.0,105189.0
10090064,0,"",8,5.0,2.0,13671.0,"",0.0,8.0,22.0,"",0.0,"",8.0,2.0,22.0,2.0,0.0,0.0,1.0,791.0,4.0,0.0,0.0,359.0,3.0,359.0,1.0,160.0,3.0,1.0,37.0,0.0,0.0,3.0,2.0,0.0,2.0,0.0,0.0
10090065,0,"",5,27.0,30.0,2918.0,"",0.0,19.0,31.0,"",0.0,"",31.0,0.0,1.0,26.0,33.0,0.0,3.0,35.0,0.0,0.0,61.0,45.0,27.0,52.0,0.0,83.0,36.0,0.0,49.0,1.0,1.0,31.0,0.0,0.0,39.0,1.0,21.0
10090066,0,"",64,1.0,1.0,16051.0,21.0,5.0,2.0,21.0,"",1.0,0.0,1.0,0.0,9.0,429384.0,265134.0,0.0,5.0,929.0,3.0,0.0,350.0,114.0,480491.0,130.0,2.0,217.0,455472.0,0.0,20.0,1.0,1.0,441294.0,0.0,0.0,7070.0,2.0,2345.0
10090067,0,1.0,1,15.0,1.0,169.0,20.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,3138.0,1.0,0.0,0.0,1729.0,0.0,1532.0,1.0,1049.0,0.0,5.0,200.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0
10090068,0,0.0,13,4.0,16.0,5129.0,304.0,113.0,19.0,1384.0,0.0,7.0,0.0,55.0,104.0,47.0,5.0,3.0,0.0,0.0,876.0,0.0,0.0,0.0,1483.0,6.0,191.0,0.0,244.0,6.0,0.0,124.0,0.0,0.0,6.0,0.0,1.0,6.0,0.0,0.0
10090069,0,22.0,93,23.0,5.0,453.0,23.0,69.0,10.0,119.0,1.0,5.0,1.0,22.0,0.0,8.0,2180375.0,2771.0,0.0,1.0,100.0,498.0,0.0,1472.0,32.0,4038085.0,38.0,5.0,42.0,4653164.0,5.0,3.0,1.0,3.0,2054028.0,1.0,0.0,1882.0,5.0,1431.0
10090070,0,0.0,5,3.0,2.0,6569.0,409.0,2.0,16.0,492.0,0.0,2.0,0.0,2.0,0.0,406.0,6.0,3.0,1.0,0.0,7231.0,47.0,0.0,2059.0,1043.0,7.0,958.0,1.0,3273.0,8.0,1.0,1201.0,0.0,0.0,8.0,0.0,2.0,6.0,0.0,0.0
10090071,0,0.0,134,3.0,3.0,1520.0,52.0,63.0,31.0,106.0,0.0,6.0,0.0,3.0,5.0,51.0,25896.0,28222.0,0.0,3.0,652.0,0.0,0.0,620.0,187.0,26114.0,59.0,1.0,140.0,27394.0,0.0,53.0,45.0,1.0,26621.0,0.0,0.0,0.0,3.0,1.0
10090072,0,"",1,2.0,4.0,20236.0,"",0.0,5.0,297.0,"",0.0,"",4.0,0.0,47.0,15.0,3.0,0.0,0.0,1853.0,7.0,0.0,0.0,1506.0,16.0,1345.0,0.0,399.0,24.0,4.0,112.0,0.0,0.0,18.0,0.0,4.0,6.0,0.0,0.0
10090073,0,2.0,361,24.0,17.0,63.0,19.0,2.0,18.0,19.0,1.0,1.0,"",19.0,1.0,2.0,343.0,438.0,2.0,0.0,110.0,2.0,0.0,23865.0,126.0,358.0,146.0,0.0,6.0,381.0,1.0,8.0,1.0,2.0,364.0,0.0,1.0,340.0,1.0,190.0
10090074,0,0.0,1,52.0,1.0,2789.0,281.0,1.0,2.0,5.0,0.0,1.0,"",1.0,0.0,6.0,4649391.0,101650.0,3.0,0.0,73.0,2.0,0.0,165.0,624.0,2450402.0,106.0,1.0,5.0,3639700.0,2.0,4.0,1.0,1.0,4211664.0,0.0,1.0,44254.0,2.0,44444.0
10090075,0,0.0,0,20.0,8.0,8913.0,206.0,3.0,24.0,105.0,0.0,1.0,"",96.0,14.0,0.0,39.0,51.0,3.0,1.0,114.0,1.0,0.0,3490.0,131.0,44.0,150.0,0.0,234.0,51.0,1.0,121.0,0.0,0.0,45.0,0.0,0.0,55.0,0.0,0.0
10090076,1,"",1,1.0,8.0,"","",0.0,7.0,8.0,"",0.0,"",8.0,0.0,0.0,418.0,544.0,0.0,0.0,123.0,4.0,1.0,0.0,244.0,431.0,16.0,0.0,1018.0,470.0,8.0,639.0,0.0,0.0,447.0,0.0,0.0,489.0,0.0,0.0
10090077,1,15.0,-1,"",0.0,46.0,0.0,15.0,0.0,0.0,2.0,2.0,"",0.0,0.0,302.0,16812.0,19567.0,3.0,0.0,121.0,4.0,0.0,9.0,0.0,17188.0,0.0,1.0,2782.0,18157.0,1.0,1554.0,0.0,0.0,17605.0,0.0,0.0,3444.0,0.0,0.0
10090078,1,"",2,25.0,2.0,4255.0,2.0,8.0,2.0,3.0,"",3.0,3.0,2.0,1.0,9.0,1247.0,70.0,5.0,3.0,5522.0,0.0,0.0,132.0,1432.0,1278.0,1278.0,0.0,1131.0,1167.0,5.0,153.0,1.0,1.0,1335.0,0.0,0.0,3.0,2.0,44.0
10090079,1,0.0,0,2.0,"",2900.0,6.0,3.0,3.0,6.0,0.0,1.0,"","",114.0,20.0,195759.0,144136.0,0.0,0.0,2769.0,1.0,0.0,1305.0,1184.0,211176.0,1070.0,5.0,69.0,182989.0,1.0,11.0,57.0,3.0,201803.0,2.0,5.0,44054.0,14.0,36348.0
10090080,0,"",2,3.0,3.0,17724.0,239.0,7.0,12.0,219.0,"",2.0,"",3.0,1.0,36.0,199.0,250.0,0.0,1.0,139.0,1.0,0.0,0.0,106.0,208.0,121.0,0.0,1553.0,228.0,0.0,110.0,0.0,0.0,215.0,2.0,3.0,96.0,0.0,0.0
10090081,0,"",11,41.0,5.0,12964.0,"",0.0,12.0,36.0,"",0.0,"",8.0,2.0,119.0,59648.0,56168.0,0.0,0.0,1733.0,1.0,0.0,0.0,645.0,60370.0,627.0,0.0,470.0,61049.0,4.0,174.0,1.0,1.0,60770.0,0.0,0.0,0.0,2.0,1.0
10090082,0,2.0,7,2.0,1.0,673.0,17.0,167.0,28.0,715.0,1.0,23.0,0.0,1.0,0.0,3.0,23.0,28.0,0.0,3.0,105.0,0.0,0.0,76.0,3.0,24.0,5.0,1.0,67.0,32.0,6.0,78.0,1.0,2.0,28.0,0.0,5.0,5.0,2.0,16.0
10090083,0,0.0,73,13.0,0.0,424.0,49.0,7.0,35.0,35.0,0.0,1.0,2.0,6.0,8.0,1.0,135.0,182.0,0.0,1.0,1273.0,0.0,0.0,32.0,15.0,139.0,18.0,0.0,312.0,161.0,5.0,251.0,1.0,3.0,155.0,0.0,0.0,170.0,1.0,82.0
10090084,0,3.0,0,21.0,16.0,106.0,37.0,3.0,38.0,42.0,1.0,1.0,"",37.0,0.0,2.0,5586963.0,275.0,0.0,1.0,13.0,0.0,0.0,7.0,2.0,5032254.0,2.0,1.0,24.0,251.0,1.0,8.0,1.0,2.0,2170512.0,0.0,0.0,35.0,1.0,97.0
10090085,0,"",57,119.0,4.0,21047.0,"",0.0,18.0,14.0,"",0.0,"",14.0,3.0,24.0,11.0,13.0,8.0,2.0,252.0,1.0,1.0,22501.0,123.0,12.0,143.0,0.0,8.0,13.0,0.0,17.0,1.0,1.0,13.0,2.0,3.0,12.0,1.0,8.0
